Year,Name,Position,College,Conference,Conference Rank,Round,Pick,AV,Games,Seasons,Height,Weight,40 Yard,Bench,Broad Jump,Shuttle,3 Cone,Vertical,Pass Att,Pass Completions,Pass Yds,Pass TD,Pass Int,Passer Rating,Rush Att,Rush Yds,Rush TD,Rec,Rec Yds,Rec TD,Solo Tackles,Ast Tackles,Total Tackles,Tackles for Loss,Sacks,Int,Int Return Yards,Int TD,Pass Deflection,Fumble Recovery,Fumble Return Yards,Fumble TD,Forced Fumbles,PRs,PR Yds,PR TD,KRs,KR Yds,KR TD,XPA,XP%,FGA,FG%,Punts,Punt Avg
2021,Zach Wilson,QB,Small,Ind,13,1,2,5,30,3,74,214,4.42,20,119,4.43,7.38,33.5,837,566,7652,56,15,162.9,212,642,15,3,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Jared Cook,TE,South Carolina,SEC,1,3,89,4.923076923,36,3,77,246,4.49,23,123,4.18,6.86,41,0,0,0,0,0,0,0,0,0,73,1107,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Whitney Mercilus,DE,Illinois,Big Ten,2,1,26,4.916666667,37,3,76,261,4.68,27,118,4.53,7.17,32,0,0,0,0,0,0,0,0,0,0,0,0,40,41,81,29,18,0,0,0,2,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
2009,Jairus Byrd,CB,Oregon,Pac-10,9,2,42,4.888888889,39,3,70,207,4.68,17,120,4.47,7.07,36,0,0,0,0,0,0,0,0,0,0,0,0,144,60,204,6,1,17,113,0,0,0,33,1,0,0,0,0,33,383,1,0,0,0,0,0,0
2014,Ha Ha Clinton-Dix,FS,Alabama,SEC,1,1,21,4.888888889,27,2,73,208,4.58,11,119,4.16,7.16,33,0,0,0,0,0,0,0,0,0,0,0,0,5,6,11,0,0,5,91,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Ereck Flowers,OT,Miami (FL),ACC,4,1,9,4.888888889,36,3,78,329,5.31,37,109,4.47,7.59,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Mychal Kendricks,ILB,California,Pac-12,5,2,46,4.888888889,51,4,71,239,4.44,24,127,4.19,6.82,39.5,0,0,0,0,0,0,0,0,0,0,0,0,155,104,259,36.5,13.5,4,130,1,2,5,0,0,0,0,0,0,1,26,0,0,0,0,0,0,0
2015,Nelson Agholor,WR,Southern California,Pac-12,5,1,20,4.857142857,40,3,72,198,4.42,12,116,4.37,7.17,33.5,0,0,0,0,0,0,7,18,0,178,2572,20,0,0,0,0,0,0,0,0,0,0,0,0,0,24,443,0,37,540,4,0,0,0,0,0,0
2010,Koa Misi,OLB,Utah,MWC,8,2,40,4.857142857,38,3,75,251,4.75,27,127,4.27,7.07,38,0,0,0,0,0,0,0,0,0,0,0,0,94,112,206,26,10.5,0,0,0,8,1,28,1,6,0,0,0,0,0,0,0,0,0,0,0,0
2010,Perry Riley,OLB,LSU,SEC,1,4,103,4.857142857,47,4,73,239,4.69,32,119,4.25,6.97,35.5,0,0,0,0,0,0,0,0,0,0,0,0,87,98,185,13,2,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Ja'Wuan James,OT,Oklahoma,SEC,1,1,19,4.833333333,46,4,78,311,5.26,22,103,4.56,7.42,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Sterling Shepard,WR,Oklahoma,Big 12,3,2,40,4.833333333,49,4,70,194,4.48,20,123,4.35,7,41,0,0,0,0,0,0,17,109,1,233,3482,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,30,221,0,0,0,0,0,0,0
2017,Derek Barnett,DE,Tennessee,SEC,1,1,14,4.8,39,3,75,259,4.88,18,117,4.44,6.96,31,0,0,0,0,0,0,0,0,0,0,0,0,131,67,198,52,32,1,7,0,6,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2011,Marcus Cannon,OT,TCU,MWC,8,5,138,4.8,27,3,77,358,5.26,33,105,4.97,8.07,30.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Trey Hendrickson,DE,Small,CUSA,11,3,103,4.8,36,4,76,266,4.65,32,122,4.2,7.03,33.5,0,0,0,0,0,0,0,0,0,0,0,0,68,57,125,41,29.5,0,0,0,3,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
2017,D.J. Jones,DT,Mississippi,MAC,10,0,0,4.8,24,4,73,319,5.04,25,108,4.65,7.73,28.5,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Jabrill Peppers,SS,Michigan,Big Ten,2,1,25,4.8,27,3,71,213,4.46,19,128,4.28,7.11,35.5,0,0,0,0,0,0,0,0,0,0,0,0,86,33,119,18.5,3,1,11,0,11,0,0,0,0,18,483,0,39,510,1,0,0,0,0,0,0
2017,Deatrich Wise Jr.,DE,Arkansas,SEC,1,4,131,4.8,41,4,77,274,4.92,22,124,4.53,7.33,33,0,0,0,0,0,0,0,0,0,0,0,0,51,61,112,23,16.5,0,0,0,6,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2017,Xavier Woods,SS,Small,CUSA,11,6,191,4.8,51,4,71,197,4.54,19,122,4.13,6.72,33.5,0,0,0,0,0,0,0,0,0,0,0,0,181,91,272,20.5,4,14,344,2,18,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0
2010,Jason Worilds,OLB,Virginia Tech,ACC,4,2,52,4.8,39,3,73,254,4.65,24,114,4.29,6.95,38,0,0,0,0,0,0,0,0,0,0,0,0,61,67,128,34,15,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2010,Pat Angerer,ILB,Iowa,Big Ten,2,2,63,4.75,43,4,72,235,4.71,26,110,4.29,7.04,35,0,0,0,0,0,0,0,0,0,0,0,0,95,163,258,11.5,2,6,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Tyrone Crawford,DE,Boise State,MWC,8,3,81,4.75,25,2,76,275,4.82,28,113,4.44,7.09,33,0,0,0,0,0,0,0,0,0,0,0,0,33,43,76,27,13.5,0,0,0,1,1,32,1,4,0,0,0,0,0,0,0,0,0,0,0,0
2018,James Daniels,C,Iowa,SEC,1,2,39,4.75,36,3,75,306,5.38,21,108,4.4,7.29,30.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Carlton Davis,CB,Auburn,SEC,1,2,63,4.75,36,3,73,203,4.53,16,124,4.15,6.93,34,0,0,0,0,0,0,0,0,0,0,0,0,101,35,136,3.5,0.5,4,0,0,28,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2018,Donte Jackson,CB,LSU,SEC,1,2,55,4.75,35,3,71,175,4.32,7,124,4.03,6.84,36.5,0,0,0,0,0,0,0,0,0,0,0,0,82,28,110,4,1,4,40,0,19,1,0,0,1,4,6,0,15,328,0,0,0,0,0,0,0
2014,Christian Kirksey,OLB,Iowa,Big Ten,2,3,71,4.75,49,4,74,233,4.72,16,122,4.36,7.1,32,0,0,0,0,0,0,0,0,0,0,0,0,151,164,315,13.5,5.5,4,91,2,4,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2018,Kyzir White,S,West Virginia,Big 12,3,0,0,4.75,25,2,74,216,4.65,21,113,4.62,7.03,35.5,0,0,0,0,0,0,0,0,0,0,0,0,113,39,152,14.5,4,3,2,0,9,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2015,Ronald Darby,CB,Florida State,ACC,4,2,50,4.714285714,21,2,71,193,4.38,12,129,4.14,6.94,41.5,0,0,0,0,0,0,0,0,0,0,0,0,57,21,78,0.5,0,2,16,0,16,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2009,William Moore,SS,Missouri,Big 12,3,2,55,4.714285714,49,4,72,221,4.49,16,123,4.26,6.81,37,0,0,0,0,0,0,0,0,0,0,0,0,168,112,280,17,3,11,162,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Dan Williams,DT,Tennessee,SEC,1,1,26,4.714285714,45,4,74,327,5.19,27,96,4.87,7.88,32,0,0,0,0,0,0,0,0,0,0,0,0,79,81,160,25,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Damien Wilson,ILB,Minnesota,Big Ten,2,4,127,4.714285714,24,2,72,245,4.77,22,119,4.2,7.21,37,0,0,0,0,0,0,0,0,0,0,0,0,101,85,186,15,5,1,1,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2012,Mike Daniels,DT,Iowa,Big Ten,2,4,132,4.7,47,4,72,291,4.84,35,98,4.43,7.93,27.5,0,0,0,0,0,0,0,0,0,0,0,0,54,69,123,27,15.5,0,0,0,1,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0
2012,Tahir Whitehead,OLB,Temple,MAC,10,5,138,4.7,50,4,73,233,4.62,21,124,4.37,7.14,37,0,0,0,0,0,0,0,0,0,0,0,0,107,56,163,25.5,7,1,6,0,5,3,0,0,7,0,0,0,2,15,0,0,0,0,0,0,0
2011,James Carpenter,OT,Alabama,SEC,1,1,25,4.692307692,32,4,76,321,5.22,23,112,4.48,7.58,26.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Brian Allen,C,Small,Unknown,13,4,111,4.666666667,49,4,73,298,5.34,27,99,4.71,7.81,26.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Prince Amukamara,CB,Nebraska,Big 12,3,1,19,4.666666667,49,4,72,206,4.38,15,128,4.08,6.97,38,0,0,0,0,0,0,0,0,0,0,0,0,100,61,161,6,4,5,63,0,15,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2016,Vonn Bell,FS,Ohio State,Big Ten,2,2,61,4.666666667,36,3,71,199,4.52,16,115,4.33,7.18,36.5,0,0,0,0,0,0,0,0,0,0,0,0,115,60,175,4,1,9,49,1,15,2,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Austin Blythe,C,Iowa,SEC,1,7,248,4.666666667,49,4,74,298,5.36,29,99,4.53,7.52,27.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Miles Burris,OLB,San Diego State,MWC,8,4,129,4.666666667,50,4,74,246,4.67,31,121,4.43,7.07,37.5,0,0,0,0,0,0,0,0,0,0,0,0,141,94,235,47,19,0,0,0,1,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2009,Louis Delmas,FS,Small,MAC,10,2,33,4.666666667,45,4,71,202,4.52,12,126,4.17,6.67,37,0,0,0,0,0,0,0,0,0,0,0,0,203,106,309,11.5,2.5,12,152,1,0,0,0,0,0,0,0,0,7,162,0,0,0,0,0,0,0
2012,Coby Fleener,TE,Stanford,Pac-12,5,2,34,4.666666667,51,4,78,247,4.51,27,128,4.5,7,36,0,0,0,0,0,0,0,0,0,96,1543,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0
2013,A.J. Klein,ILB,Small,Big 12,3,5,148,4.666666667,51,4,73,250,4.66,20,113,4.13,6.91,28.5,0,0,0,0,0,0,0,0,0,0,0,0,181,180,361,20,3,5,265,4,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2009,Eugene Monroe,OT,Virginia,ACC,4,1,8,4.666666667,37,3,77,309,5.18,23,110,4.78,7.86,28.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Azeez Al-Shaair,LB,Small,CUSA,11,0,0,4.666666667,43,4,73,234,4.81,16,119,4.57,7.48,35.5,0,0,0,0,0,0,0,0,0,0,0,0,201,194,395,31,7.5,1,30,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019,Cody Ford,OT,Oklahoma,Big 12,3,2,38,4.666666667,50,5,76,329,5.21,19,104,4.87,8.27,28.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,T.J. Hockenson,TE,Iowa,Big Ten,2,1,8,4.666666667,23,2,77,251,4.7,17,123,4.18,7.02,37.5,0,0,0,0,0,0,1,4,1,73,1080,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Taylor Rapp,S,Washington,Pac-12,5,2,61,4.666666667,39,3,72,208,4.83,17,115,3.99,6.82,35,0,0,0,0,0,0,0,0,0,0,0,0,103,65,168,8.5,6,7,59,1,6,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2019,Darius Slayton,WR,Auburn,SEC,1,5,171,4.666666667,29,3,73,190,4.39,11,135,4.15,7,40.5,0,0,0,0,0,0,0,0,0,79,1605,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-11,0,0,0,0,0,0,0
2019,Jerry Tillery,DL,Notre Dame,Ind,13,1,28,4.666666667,32,4,78,295,4.93,23,115,4.33,7.45,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,LeGarrette Blount,RB,Oregon,Pac-10,9,0,0,4.636363636,16,2,72,241,4.7,18,117,4.49,6.85,35,0,0,0,0,0,0,159,1084,19,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Christian Jones,OLB,Florida State,ACC,4,0,0,4.625,40,3,75,240,4.68,22,115,4.26,7,33.5,0,0,0,0,0,0,0,0,0,0,0,0,124,99,223,24,8,1,15,0,7,4,19,1,2,0,0,0,0,0,0,0,0,0,0,0,0
2010,Alterraun Verner,CB,UCLA,Pac-10,9,4,104,4.625,51,4,70,189,4.52,11,116,4.12,6.7,32,0,0,0,0,0,0,0,0,0,0,0,0,198,81,279,12,0,13,357,4,0,0,0,1,0,3,68,0,4,9,0,0,0,0,0,0,0
2017,Jarrad Davis,ILB,Florida,SEC,1,1,21,4.6,38,4,73,238,4.95,25,100,4.53,6.91,26,0,0,0,0,0,0,0,0,0,0,0,0,106,95,201,20,5.5,1,0,0,9,0,0,0,2,0,0,0,1,4,0,0,0,0,0,0,0
2017,John Johnson,FS,Boston College,Sun Belt,7,0,0,4.6,38,4,73,205,4.61,14,119,4.18,6.72,37,0,0,0,0,0,0,0,0,0,0,0,0,7,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,31,0,0,0,0,0,0,0
2017,Marcus Maye,FS,Florida,SEC,1,2,39,4.6,40,4,72,210,4.52,16,112,4.1,7.22,33.5,0,0,0,0,0,0,0,0,0,0,0,0,121,84,205,6.5,1,5,37,0,16,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
2010,J.D. Walton,C,Baylor,Big 12,3,3,80,4.6,56,5,75,300,5.19,24,101,4.69,7.6,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Tre Boston,SS,North Carolina,ACC,4,4,128,4.571428571,48,4,72,204,4.58,18,116,4.31,7.04,35,0,0,0,0,0,0,0,0,0,0,0,0,170,112,282,8,0,13,79,1,12,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2015,Duke Johnson,RB,Miami (FL),ACC,4,3,77,4.571428571,33,3,69,207,4.54,21,121,4.58,7.17,33.5,0,0,0,0,0,0,526,3519,26,69,719,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,1288,2,0,0,0,0,0,0
2012,Brandon Marshall,OLB,Nevada,WAC,13,5,142,4.571428571,52,4,73,242,4.72,28,108,4.09,7.05,30.5,0,0,0,0,0,0,0,0,0,0,0,0,147,112,259,33.5,6,3,22,0,13,5,30,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2010,Jared Odrick,DT,Penn State,Big Ten,2,1,28,4.571428571,44,4,77,304,5.03,26,106,4.59,7.22,29,0,0,0,0,0,0,0,0,0,0,0,0,47,57,104,25.5,14.5,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2010,Shawn Lauvao,OG,Arizona State,Pac-10,9,3,92,4.555555556,49,4,75,315,5.22,33,101,4.51,7.56,26.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Cordarrelle Patterson,WR,Tennessee,SEC,1,1,29,4.555555556,12,1,74,216,4.42,16,128,4.5,7.03,37,0,0,0,0,0,0,25,308,3,46,778,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,101,1,24,671,1,0,0,0,0,0,0
2012,Justin Blackmon,WR,Oklahoma State,Big 12,3,1,5,4.5,38,3,73,207,4.46,14,120,4.24,6.98,34,0,0,0,0,0,0,8,84,1,253,3564,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,0,0,0,0,0,0
2010,Tyson Alualu,DE,California,Pac-10,9,1,10,4.5,51,4,74,295,4.87,21,116,4.43,7.15,35.5,0,0,0,0,0,0,0,0,0,0,0,0,80,115,195,26,16,1,8,0,5,0,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0
2018,Lorenzo Carter,EDGE,Georgia,SEC,1,3,66,4.5,48,4,78,250,4.5,32,130,4.15,6.96,36,0,0,0,0,0,0,0,0,0,0,0,0,83,83,166,21.5,14,0,0,0,1,6,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0
2018,Mike Gesicki,TE,Small,Big Ten,2,2,42,4.5,45,4,77,247,4.54,22,129,4.1,6.76,41.5,0,0,0,0,0,0,0,0,0,129,1481,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Austin Hooper,TE,Stanford,Pac-12,5,3,81,4.5,24,2,76,254,4.72,19,117,4.32,7,33,0,0,0,0,0,0,0,0,0,74,937,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,James Hurst,OT,North Carolina,MAC,10,0,0,4.5,54,5,77,296,5.59,17,90,5.01,7.89,24.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Jarvis Jones,OLB,Georgia,SEC,1,1,17,4.5,34,3,74,245,4.74,23,119,4.38,7.38,39.5,0,0,0,0,0,0,0,0,0,0,0,0,91,64,155,44,28,1,21,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2014,Devon Kennard,OLB,Southern California,Pac-12,5,5,174,4.5,52,4,75,249,4.7,23,113,4.32,7.25,30,0,0,0,0,0,0,0,0,0,0,0,0,96,99,195,26,12.5,1,8,0,8,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2013,T.J. McDonald,FS,Southern California,Pac-12,5,3,71,4.5,50,4,74,219,4.59,19,131,4.2,6.89,40,0,0,0,0,0,0,0,0,0,0,0,0,151,124,275,12,2,8,57,0,0,0,0,0,0,1,2,0,1,24,0,0,0,0,0,0,0
2009,Jerraud Powers,CB,Auburn,SEC,1,3,92,4.5,36,3,69,188,4.43,15,122,4.08,7.09,36.5,0,0,0,0,0,0,0,0,0,0,0,0,97,39,136,5,0,6,35,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0,0,0,0
2018,Justin Reid,S,Stanford,Pac-12,5,3,68,4.5,36,3,73,204,4.4,16,128,4.15,6.65,36.5,0,0,0,0,0,0,0,0,0,0,0,0,104,66,170,10.5,1,6,2,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,A'Shawn Robinson,DT,Alabama,American,6,2,46,4.5,43,4,76,307,5.2,22,106,4.74,7.8,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Greg Robinson,OT,Auburn,SEC,1,1,2,4.5,31,3,77,332,4.92,32,113,4.86,7.8,28.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Brandon Shell,OT,South Carolina,SEC,1,5,158,4.5,39,3,77,324,5.22,22,112,4.6,7.56,30.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Brandon Spikes,ILB,Florida,SEC,1,2,62,4.5,48,4,75,249,5.05,19,111,4.4,6.97,29,0,0,0,0,0,0,0,0,0,0,0,0,178,129,307,31.5,6.5,6,139,4,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2014,Shamar Stephen,DT,Connecticut,American,6,7,220,4.5,36,3,77,309,5.25,25,103,4.51,7.37,30.5,0,0,0,0,0,0,0,0,0,0,0,0,55,75,130,17,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Nick Vigil,ILB,Small,MWC,8,3,87,4.5,40,3,74,239,4.72,24,115,4,6.73,31.5,0,0,0,0,0,0,0,0,0,0,0,0,160,179,339,40,17.5,2,19,0,5,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
2020,Tyler Biadasz,OL,Wisconsin,Big Ten,2,4,146,4.5,10,1,76,314,4.73,24,118,4.57,7.5,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Byron Cowart,DL,Small,Big Ten,2,5,159,4.5,27,4,75,298,5.16,26,111,4.53,7.62,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Willie Gay Jr.,LB,Small,SEC,1,2,63,4.5,28,3,73,243,4.46,21,136,4.3,7.08,39.5,0,0,0,0,0,0,0,0,0,0,0,0,46,53,99,11,6,3,101,1,4,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2020,Javon Kinlaw,DL,South Carolina,SEC,1,1,14,4.5,44,4,77,324,4.58,32,120,4.3,7.23,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Xavier McKinney,S,Alabama,SEC,1,2,36,4.5,32,3,72,201,4.63,19,122,4.2,7.03,36,0,0,0,0,0,0,0,0,0,0,0,0,108,67,175,13,6,5,101,2,15,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
2020,Jon Runyan,OL,Michigan,Big Ten,2,6,192,4.5,44,4,76,306,5.08,24,107,4.69,7.57,30.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Laviska Shenault Jr.,WR,Small,Pac-12,5,2,42,4.5,27,3,73,227,4.58,17,121,4.31,7.2,33,0,0,0,0,0,0,42,280,7,149,1943,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,1,1,54,0,0,0,0,0,0,0
2020,D.J. Wonnum,DL,South Carolina,SEC,1,4,117,4.5,40,4,77,258,4.73,20,123,4.44,7.25,34.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2011,Jabaal Sheard,DE,Pittsburgh,Big East,12,2,37,4.461538462,45,4,75,264,4.68,23,115,4.4,7.52,31,0,0,0,0,0,0,0,0,0,0,0,0,82,60,142,35.5,19.5,0,0,0,16,1,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0
2015,Quandre Diggs,CB,Texas,Big 12,3,6,200,4.444444444,52,4,69,196,4.56,17,113,4.15,7.22,35.5,0,0,0,0,0,0,0,0,0,0,0,0,154,66,220,14,5.5,11,28,0,27,1,0,0,3,20,392,0,29,326,0,0,0,0,0,0,0
2013,William Gholston,DE,Michigan State,Big Ten,2,4,126,4.444444444,23,2,78,281,4.96,23,110,4.59,7.2,28.5,0,0,0,0,0,0,0,0,0,0,0,0,62,80,142,30,10,0,0,0,13,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2012,Alfred Morris,RB,Small,Sun Belt,7,6,173,4.444444444,47,4,70,219,4.63,16,117,4.19,7.01,35.5,0,0,0,0,0,0,733,3529,27,30,300,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,0,0,0,0,0,0,0
2013,Kenny Stills,WR,Oklahoma,Big 12,3,5,144,4.444444444,38,3,72,194,4.38,16,124,4.35,6.94,33.5,0,0,0,0,0,0,3,23,0,204,2594,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,54,0,0,0,0,0,0,0
2015,Steven Nelson,CB,Oregon State,Pac-12,5,3,98,4.428571429,25,2,70,197,4.49,19,115,4.07,6.88,34.5,0,0,0,0,0,0,0,0,0,0,0,0,85,37,122,2,0,8,26,1,16,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0
2017,Chuck Clark,FS,Virginia Tech,ACC,4,6,186,4.4,49,4,72,208,4.54,16,122,4.07,6.85,34,0,0,0,0,0,0,0,0,0,0,0,0,170,122,292,14,2.5,2,37,0,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2017,Evan Engram,TE,Mississippi,SEC,1,1,23,4.4,41,4,75,234,4.42,19,125,4.23,6.92,36,0,0,0,0,0,0,0,0,0,162,2320,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Jeremy Hill,RB,LSU,SEC,1,2,55,4.4,24,2,73,233,4.56,20,113,4.33,7.24,29,0,0,0,0,0,0,345,2156,28,26,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Luke Joeckel,OT,Texas A&M,Big 12,3,1,2,4.4,26,2,78,306,5.3,27,106,4.68,7.4,28.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Rahim Moore,FS,UCLA,Pac-10,9,2,45,4.4,37,3,72,202,4.58,11,115,3.96,6.98,35,0,0,0,0,0,0,0,0,0,0,0,0,119,67,186,6,0,14,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Darian Stewart,SS,South Carolina,SEC,1,0,0,4.4,50,4,71,213,4.53,12,122,4.32,7.15,37,0,0,0,0,0,0,0,0,0,0,0,0,146,51,197,19,2,2,0,0,13,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
