Year,Name,Position,College,Conference,Conference Rank,Round,Pick,AV,Games,Seasons,Height,Weight,40 Yard,Bench,Broad Jump,Shuttle,3 Cone,Vertical,Pass Att,Pass Completions,Pass Yds,Pass TD,Pass Int,Passer Rating,Rush Att,Rush Yds,Rush TD,Rec,Rec Yds,Rec TD,Solo Tackles,Ast Tackles,Total Tackles,Tackles for Loss,Sacks,Int,Int Return Yards,Int TD,Pass Deflection,Fumble Recovery,Fumble Return Yards,Fumble TD,Forced Fumbles,PRs,PR Yds,PR TD,KRs,KR Yds,KR TD,XPA,XP%,FGA,FG%,Punts,Punt Avg
2020,Myles Bryant,CB,Washington,Pac-12,5,0,0,1.5,38,4,68,183,4.62,20,115,4.02,6.81,31.5,0,0,0,0,0,0,0,0,0,0,0,0,114,63,177,12,4.5,4,67,1,15,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2020,Carter Coughlin,LB,Small,Big Ten,2,7,218,1.5,47,4,75,236,4.57,19,126,4.42,7.38,36,0,0,0,0,0,0,0,0,0,0,0,0,106,52,158,40,22.5,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
2020,Marlon Davidson,DL,Auburn,SEC,1,2,47,1.5,44,4,75,303,5.04,21,110,4.36,7.13,27.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Akeem Davis-Gaither,LB,Small,Sun Belt,7,4,107,1.5,27,3,73,224,4.59,21,114,4.23,6.87,33.5,0,0,0,0,0,0,0,0,0,0,0,0,94,107,201,24,6.5,1,0,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020,Jordan Elliott,DL,Missouri,SEC,1,3,88,1.5,32,3,76,302,5.02,24,105,4.73,7.77,27.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,A.J. Epenesa,DL,Iowa,Big Ten,2,2,54,1.5,37,3,77,275,5.04,17,117,4.46,7.34,32.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0
2020,Leki Fotu,DL,Utah,Pac-12,5,4,114,1.5,32,4,77,330,5.15,21,111,4.44,7.52,29.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Jaylinn Hawkins,S,Small,Pac-12,5,4,134,1.5,48,4,73,208,4.42,15,117,4.25,7.05,35.5,0,0,0,0,0,0,0,0,0,0,0,0,105,51,156,9.5,2,10,90,0,7,0,0,0,3,0,0,0,9,129,0,0,0,0,0,0,0
2020,Khaleke Hudson,LB,Michigan,Big Ten,2,5,162,1.5,44,4,71,224,4.56,30,120,4.38,7.12,33,0,0,0,0,0,0,0,0,0,0,0,0,114,111,225,23,10,2,22,0,14,1,0,0,2,1,6,0,3,58,0,0,0,0,0,0,0
2020,Noah Igbinoghene,CB,Auburn,SEC,1,1,30,1.5,39,3,70,198,4.48,15,128,4.37,7.26,37,0,0,0,0,0,0,0,0,0,0,0,0,67,25,92,2.5,0,1,0,0,18,0,0,0,1,0,0,0,44,1199,2,0,0,0,0,0,0
2020,Collin Johnson,WR,Texas,Big 12,3,5,165,1.5,42,4,78,222,4.59,17,121,4.36,7.37,33,0,0,0,0,0,0,0,-7,0,188,2624,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Shane Lemieux,OL,Oregon,Pac-12,5,5,150,1.5,27,5,76,310,5.11,23,107,4.9,8.13,25.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Terrell Lewis,LB,Alabama,SEC,1,3,84,1.5,14,2,77,262,4.84,18,124,4.29,7.27,37,0,0,0,0,0,0,0,0,0,0,0,0,31,16,47,13.5,7,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Greg Little,OT,Mississippi,SEC,1,2,37,1.5,10,4,77,310,5.33,28,113,4.74,7.81,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,James Lynch,DL,Baylor,Big 12,3,4,130,1.5,24,3,76,289,5.01,23,111,4.39,7.39,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Netane Muti,OL,Small,MWC,8,6,181,1.5,27,3,75,315,4.87,44,116,4.66,7.63,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Matt Peart,OL,Small,American,6,3,99,1.5,37,4,79,318,5.06,26,113,4.92,8.01,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Jacob Phillips,LB,LSU,SEC,1,3,97,1.5,34,3,75,229,4.66,14,126,4.33,7.38,39,0,0,0,0,0,0,0,0,0,0,0,0,96,122,218,13.5,2,1,45,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020,James Pierre,CB,Small,CUSA,11,0,0,1.5,37,3,72,183,4.59,11,123,4.27,7.02,33.5,0,0,0,0,0,0,0,0,0,0,0,0,80,39,119,8.5,0,3,33,0,15,0,0,0,1,0,8,0,3,61,0,0,0,0,0,0,0
2020,Danny Pinter,OL,Small,MAC,10,5,149,1.5,50,5,76,306,4.91,24,110,4.62,7.76,29.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25,0,0,0,0,0,0,0
2020,Malcolm Roach,DL,Texas,Big 12,3,0,0,1.5,32,4,74,297,4.84,20,114,4.39,7.14,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Alton Robinson,DL,Small,ACC,4,5,148,1.5,50,5,75,264,4.69,25,119,4.32,7.32,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Dru Samia,OT,Oklahoma,Big 12,3,4,114,1.5,50,5,77,305,5.29,28,101,4.7,7.89,27.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Davion Taylor,LB,Small,Pac-12,5,3,103,1.5,24,2,72,228,4.49,21,127,4.26,6.96,35,0,0,0,0,0,0,0,0,0,0,0,0,100,29,129,18,2,0,0,0,6,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Josh Uche,LB,Michigan,Big Ten,2,2,60,1.5,26,4,73,245,4.59,18,126,4.26,7.15,36,0,0,0,0,0,0,0,0,0,0,0,0,38,14,52,19.5,15.5,0,0,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2020,K'Von Wallace,S,Clemson,ACC,4,4,127,1.5,45,4,71,206,4.53,18,133,4.15,6.76,38,0,0,0,0,0,0,0,0,0,0,0,0,108,48,156,5.5,2,5,180,1,15,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2019,Ken Webster,CB,Mississippi,SEC,1,7,252,1.5,37,4,71,203,4.43,18,133,4.14,6.85,43,0,0,0,0,0,0,0,0,0,0,0,0,92,30,122,5.5,0,3,28,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Jamon Meredith,OT,South Carolina,SEC,1,5,162,1.454545455,37,3,77,304,4.99,31,105,4.82,8.01,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Phillip Gaines,CB,Small,CUSA,11,3,87,1.444444444,38,4,72,193,4.38,11,122,4.04,6.62,36.5,0,0,0,0,0,0,0,0,0,0,0,0,134,41,175,11,2,4,2,0,38,3,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2015,Malcolm Brown,RB,Texas,Big 12,3,0,0,1.428571429,44,4,71,224,4.62,19,117,4.15,6.86,34.5,0,0,0,0,0,0,630,2678,24,51,382,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Brian Hill,RB,Small,MWC,8,5,156,1.428571429,37,3,73,219,4.54,15,125,4.32,7.03,34,0,0,0,0,0,0,775,4287,35,41,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,0,0,0,0,0,0,0
2011,Shiloh Keo,SS,Small,WAC,13,5,144,1.428571429,55,5,71,219,4.74,24,110,3.9,6.55,32.5,0,0,0,0,0,0,0,0,0,0,0,0,237,121,358,20,1,11,168,0,0,0,0,0,0,7,144,0,53,585,1,0,0,0,0,0,0
2017,Samaje Perine,RB,Oklahoma,Big 12,3,4,114,1.428571429,36,3,71,233,4.65,30,116,4.37,7.26,33,0,0,0,0,0,0,685,4122,49,40,321,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Kayvon Webster,CB,South Florida,Big East,12,3,90,1.428571429,47,4,70,195,4.41,14,125,4.15,6.85,35,0,0,0,0,0,0,0,0,0,0,0,0,136,54,190,8.5,2,3,34,0,0,0,96,1,0,0,0,0,7,102,0,0,0,0,0,0,0
2017,Jordan Willis,DE,Kansas State,Big 12,3,3,73,1.428571429,38,4,76,255,4.53,24,125,4.28,6.85,39,0,0,0,0,0,0,0,0,0,0,0,0,74,39,113,39.5,25.5,0,0,0,7,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
2016,Stephen Anderson,TE,California,Pac-12,5,0,0,1.4,30,3,74,230,4.59,16,119,4.35,7.04,38,0,0,0,0,0,0,0,0,0,101,1260,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Da'Quan Bowers,DE,Clemson,ACC,4,2,51,1.4,38,3,75,280,4.92,22,113,4.43,7.4,29.5,0,0,0,0,0,0,0,0,0,0,0,0,89,61,150,44.5,19.5,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Audie Cole,ILB,North Carolina State,ACC,4,7,210,1.4,51,4,76,246,4.76,15,114,4.29,6.96,35,0,0,0,0,0,0,0,0,0,0,0,0,147,129,276,32,14,1,0,0,5,1,8,0,5,0,0,0,2,5,0,0,0,0,0,0,0
2009,Mike Goodson,RB,Texas A&M,Big 12,3,4,111,1.4,36,3,72,208,4.43,14,118,4.22,6.89,39.5,0,0,0,0,0,0,374,1964,13,90,860,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0
2013,Jeff Locke,P,UCLA,Pac-12,5,5,155,1.4,53,4,73,209,4.82,16,116,4.15,6.96,34.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,66.7,3,66.7,275,44.2
2012,Keshawn Martin,WR,Michigan State,Big Ten,2,4,121,1.4,48,4,71,188,4.42,13,122,4.13,6.85,39.5,0,0,0,0,0,0,64,540,3,127,1714,10,0,0,0,0,0,0,0,0,0,0,0,0,0,47,1100,1,65,659,2,0,0,0,0,0,0
2010,Preston Parker,WR,Small,ACC,4,0,0,1.4,33,3,71,199,4.59,16,117,4.16,7.18,35,0,0,0,0,0,0,65,370,2,104,1189,5,0,0,0,0,0,0,0,0,0,0,0,0,0,18,307,0,35,345,0,0,0,0,0,0,0
2017,John Ross,WR,Washington,Pac-12,5,1,9,1.4,40,3,71,188,4.22,10,133,4.15,6.64,37,0,0,0,0,0,0,20,195,2,114,1729,22,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,0,86,2069,4,0,0,0,0,0,0
2017,Ricky Seals-Jones,WR,Texas A&M,SEC,1,0,0,1.4,34,4,77,243,4.69,17,121,4.33,7.46,28,0,0,0,0,0,0,0,0,0,123,1442,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0
2015,Clive Walford,TE,Miami (FL),ACC,4,3,68,1.4,47,4,76,251,4.79,20,120,4.57,7.32,35,0,0,0,0,0,0,0,0,0,121,1753,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Cassius Marsh,DE,UCLA,Pac-12,5,4,108,1.384615385,51,4,76,252,4.89,14,108,4.25,7.08,32,0,0,0,0,0,0,0,0,0,0,0,0,96,53,149,22.5,15,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Terrell McClain,DT,South Florida,Big East,12,3,65,1.384615385,48,4,74,297,4.98,29,104,4.56,7.48,28,0,0,0,0,0,0,0,0,0,0,0,0,59,29,88,17,7.5,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2009,David Bruton,FS,Notre Dame,Ind,13,4,114,1.375,48,4,74,219,4.4,19,132,4.28,6.6,41.5,0,0,0,0,0,0,0,0,0,0,0,0,137,76,213,7,1,7,77,0,1,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0
2016,Ken Crawley,CB,Colorado,Pac-12,5,0,0,1.375,47,4,72,187,4.43,8,119,4.22,6.91,36.5,0,0,0,0,0,0,0,0,0,0,0,0,154,26,180,8,0,3,12,0,25,1,0,0,1,0,0,0,12,81,0,0,0,0,0,0,0
2015,Carl Davis,DT,Iowa,Big Ten,2,3,90,1.375,32,3,77,320,5.07,37,103,4.47,7.91,33,0,0,0,0,0,0,0,0,0,0,0,0,31,63,94,15,3.5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Najee Goode,ILB,West Virginia,Big East,12,5,140,1.375,52,4,72,244,4.55,27,117,4.24,7.06,35.5,0,0,0,0,0,0,0,0,0,0,0,0,80,77,157,22.5,8,2,43,0,6,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2012,Josh Robinson,CB,Small,CUSA,11,3,66,1.375,38,3,70,199,4.29,17,133,3.97,6.55,38.5,0,0,0,0,0,0,0,0,0,0,0,0,138,38,176,1.5,0,10,147,2,0,0,56,1,0,4,94,0,27,355,0,0,0,0,0,0,0
2014,Antonio Andrews,RB,Small,Sun Belt,7,0,0,1.333333333,42,4,70,225,4.82,20,106,4.49,7.24,29.5,0,0,0,0,0,0,618,3674,29,85,963,3,0,0,0,0,0,0,0,0,0,0,0,0,0,42,382,1,70,1780,0,0,0,0,0,0,0
2013,Josh Boyd,DT,Mississippi State,SEC,1,5,167,1.333333333,38,3,75,310,5.14,32,104,4.64,7.16,26.5,0,0,0,0,0,0,0,0,0,0,0,0,47,78,125,18,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Dezmon Briscoe,WR,Small,Big 12,3,6,191,1.333333333,37,3,74,207,4.66,9,115,4.57,7.1,33,0,0,0,0,0,0,4,37,1,219,3240,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,651,1,0,0,0,0,0,0
2016,Deon Bush,FS,Miami (FL),ACC,4,4,124,1.333333333,34,3,72,199,4.64,17,123,4.32,7.14,36,0,0,0,0,0,0,0,0,0,0,0,0,123,45,168,10,4,4,0,0,13,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
2010,Alex Carrington,DE,Small,Sun Belt,7,3,72,1.333333333,43,4,77,285,4.92,26,109,4.78,7.42,30.5,0,0,0,0,0,0,0,0,0,0,0,0,94,52,146,40.5,21.5,1,18,0,2,1,27,1,2,0,0,0,0,0,0,0,0,0,0,0,0
2011,Tandon Doss,WR,Indiana,Big Ten,2,4,123,1.333333333,31,3,74,201,4.62,14,116,4.69,7.46,32.5,0,0,0,0,0,0,42,290,2,154,1854,13,0,0,0,0,0,0,0,0,0,0,0,0,0,11,93,0,66,1549,0,0,0,0,0,0,0
2009,Larry English,OLB,Small,MAC,10,1,16,1.333333333,49,4,74,255,4.74,24,107,4.38,7.26,36,0,0,0,0,0,0,0,0,0,0,0,0,108,104,212,54.5,31.5,0,0,0,3,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0
2014,Justin Gilbert,CB,Oklahoma State,Big 12,3,1,8,1.333333333,51,4,72,202,4.37,20,126,4.12,6.92,35.5,0,0,0,0,0,0,0,0,0,0,0,0,153,29,182,3.5,0,12,180,2,18,1,0,0,1,8,55,0,102,2681,6,0,0,0,0,0,0
2014,Crockett Gillmore,TE,Small,MWC,8,3,99,1.333333333,45,4,78,260,4.89,21,120,4.44,7.42,33.5,0,0,0,0,0,0,0,0,0,111,1308,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Shaquem Griffin,OLB,Small,American,6,5,141,1.333333333,40,5,73,227,4.38,20,117,4.51,7.2,32.5,0,0,0,0,0,0,0,0,0,0,0,0,122,73,195,33.5,18.5,3,22,0,16,5,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0
2015,Bryce Hager,ILB,Baylor,Big 12,3,7,224,1.333333333,35,3,73,234,4.6,26,117,4.36,7.15,35,0,0,0,0,0,0,0,0,0,0,0,0,202,120,322,24,7,1,36,0,5,1,91,1,5,0,0,0,1,12,0,0,0,0,0,0,0
2017,Josh Harvey-Clemons,SS,Louisville,ACC,4,7,230,1.333333333,33,3,76,217,4.57,12,121,4.43,6.93,31.5,0,0,0,0,0,0,0,0,0,0,0,0,87,61,148,5,2,3,7,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018,Holton Hill,CB,Texas,Big 12,3,0,0,1.333333333,25,3,75,200,4.49,14,120,4.15,6.83,31,0,0,0,0,0,0,0,0,0,0,0,0,92,30,122,1,0,3,117,3,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2013,Khaled Holmes,C,Southern California,Pac-10,9,4,121,1.333333333,38,3,75,302,5.29,13,98,4.32,7.19,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Marqueston Huff,FS,Small,MWC,8,4,122,1.333333333,37,3,71,196,4.49,15,118,4.19,7.26,35.5,0,0,0,0,0,0,0,0,0,0,0,0,140,109,249,7,0,4,5,0,16,5,56,2,3,0,0,0,0,0,0,0,0,0,0,0,0
2013,Datone Jones,DE,UCLA,Pac-12,5,1,26,1.333333333,51,4,76,283,4.8,29,112,4.32,7.32,31.5,0,0,0,0,0,0,0,0,0,0,0,0,90,58,148,36.5,12.5,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2015,Arie Kouandjio,OG,Alabama,American,6,4,112,1.333333333,28,3,77,310,5.48,17,110,4.19,7.19,28.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Joe Lefeged,SS,Rutgers,Big East,12,0,0,1.333333333,50,4,72,210,4.42,18,122,4.13,6.82,36.5,0,0,0,0,0,0,0,0,0,0,0,0,141,97,238,13.5,7,2,34,0,5,1,58,1,2,4,18,1,49,1304,1,0,0,0,0,0,0
2016,Tyler Matakevich,OLB,Temple,American,6,7,246,1.333333333,38,3,72,238,4.81,22,112,4.5,7.19,31,0,0,0,0,0,0,0,0,0,0,0,0,338,155,493,40.5,7,7,94,0,11,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2009,Ryan Mouton,CB,Small,WAC,13,3,94,1.333333333,24,2,69,187,4.47,18,129,4.2,6.93,39.5,0,0,0,0,0,0,0,0,0,0,0,0,50,19,69,9,2,3,150,1,0,0,0,0,0,0,0,0,38,928,2,0,0,0,0,0,0
2016,Rees Odhiambo,OT,Boise State,MWC,8,3,97,1.333333333,45,4,76,314,5.17,23,104,4.62,7.31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Tenny Palepoi,DT,Utah,Pac-12,5,0,0,1.333333333,12,1,73,298,5.1,31,111,4.53,7.67,30.5,0,0,0,0,0,0,0,0,0,0,0,0,36,38,74,12.5,6.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2011,Johnny Patrick,CB,Louisville,Big East,12,3,88,1.333333333,46,4,71,191,4.59,13,110,4.16,6.95,32,0,0,0,0,0,0,0,0,0,0,0,0,136,35,171,11.5,1,9,102,1,0,0,21,1,0,0,0,1,3,39,0,0,0,0,0,0,0
2015,Jordan Richards,SS,Stanford,Pac-12,5,2,64,1.333333333,54,4,71,211,4.65,13,111,4.22,6.74,32,0,0,0,0,0,0,0,0,0,0,0,0,151,94,245,12,1,9,67,1,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2015,Corey Robinson,OT,South Carolina,SEC,1,7,240,1.333333333,38,3,79,324,5.34,28,107,4.47,7.59,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Evan Royster,RB,Penn State,Big Ten,2,6,177,1.333333333,50,4,72,212,4.65,20,113,4.18,7.07,34,0,0,0,0,0,0,686,3932,29,61,562,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0
2015,Ryan Russell,DE,Purdue,Big Ten,2,5,163,1.333333333,37,3,76,269,4.75,25,119,4.47,7.25,32.5,0,0,0,0,0,0,0,0,0,0,0,0,100,49,149,24.5,9.5,0,0,0,2,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2013,Caleb Sturgis,K,Florida,SEC,1,5,166,1.333333333,57,5,70,188,4.77,8,111,4.26,7,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,95.6,88,79.5,0,0
2017,Teez Tabor,CB,Florida,SEC,1,2,53,1.333333333,37,3,72,199,4.62,9,120,4.44,7.1,31,0,0,0,0,0,0,0,0,0,0,0,0,65,39,104,11,4,8,129,3,28,3,0,0,1,0,0,0,1,33,0,0,0,0,0,0,0
2017,Cordrea Tankersley,CB,Clemson,ACC,4,3,97,1.333333333,39,4,73,199,4.4,13,121,4.32,7,29.5,0,0,0,0,0,0,0,0,0,0,0,0,90,27,117,10,1,9,72,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Donald Washington,CB,Ohio State,Big Ten,2,4,102,1.333333333,38,4,72,197,4.5,9,135,4.2,6.84,45,0,0,0,0,0,0,0,0,0,0,0,0,75,28,103,3,1,2,104,1,1,1,48,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2018,Jordan Wilkins,RB,Mississippi,SEC,1,5,169,1.333333333,38,3,73,216,4.52,16,117,4.27,6.94,36,0,0,0,0,0,0,279,1751,14,32,322,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0
2019,Austin Bryant,EDGE,Clemson,ACC,4,4,117,1.333333333,45,4,76,271,4.64,25,116,4.23,7.15,34.5,0,0,0,0,0,0,0,0,0,0,0,0,69,61,130,37,21,1,0,0,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2019,Parris Campbell,WR,Ohio State,Big Ten,2,2,59,1.333333333,43,4,72,205,4.31,11,135,4.03,7,40,0,0,0,0,0,0,23,210,2,143,1768,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,913,0,0,0,0,0,0,0
2019,Blake Cashman,LB,Small,Big Ten,2,5,157,1.333333333,36,4,73,237,4.5,18,124,4.12,6.95,37.5,0,0,0,0,0,0,0,0,0,0,0,0,116,67,183,31,12,0,0,0,6,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
2019,Ryan Connelly,LB,Wisconsin,Big Ten,2,5,143,1.333333333,44,4,74,242,4.66,16,118,4.31,7.09,34.5,0,0,0,0,0,0,0,0,0,0,0,0,159,92,251,29,6,2,17,0,5,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
2019,Travis Fulgham,WR,Small,CUSA,11,6,184,1.333333333,39,4,74,215,4.58,15,126,4.18,7.13,36.5,0,0,0,0,0,0,0,0,0,128,2044,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Porter Gustin,EDGE,USC,Pac-12,5,0,0,1.333333333,34,4,76,255,4.69,31,119,4.45,7.31,35.5,0,0,0,0,0,0,0,0,0,0,0,0,84,53,137,33,21.5,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Trysten Hill,DL,Small,American,6,2,58,1.333333333,50,4,75,308,5.04,28,115,4.38,7.7,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Justin Hollins,EDGE,Oregon,Pac-12,5,5,156,1.333333333,45,4,77,248,4.5,25,119,4.4,7.06,36.5,0,0,0,0,0,0,0,0,0,0,0,0,98,86,184,36,14,2,18,1,8,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
2019,Andy Isabella,WR,Small,Ind,13,2,62,1.333333333,44,4,69,188,4.31,15,121,4.15,6.95,36.5,0,0,0,0,0,0,40,342,2,231,3526,30,0,0,0,0,0,0,0,0,0,0,0,0,0,9,77,0,23,443,0,0,0,0,0,0,0
2019,David Long,CB,Michigan,Big Ten,2,3,79,1.333333333,24,2,71,196,4.45,15,120,3.97,6.45,39.5,0,0,0,0,0,0,0,0,0,0,0,0,21,16,37,2,0.5,3,120,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Drew Sample,TE,Washington,Pac-12,5,2,52,1.333333333,31,4,77,255,4.71,23,115,4.31,7.15,33.5,0,0,0,0,0,0,0,0,0,46,487,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0
2019,Ty Summers,LB,TCU,Big 12,3,7,226,1.333333333,47,4,73,241,4.51,27,123,4.37,6.89,36,0,0,0,0,0,0,0,0,0,0,0,0,167,150,317,22.5,10.5,2,12,0,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019,Deionte Thompson,S,Alabama,SEC,1,5,139,1.333333333,29,3,73,195,4.55,15,131,4.3,6.98,41.5,0,0,0,0,0,0,0,0,0,0,0,0,69,43,112,4.5,0,3,86,0,7,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2011,Dwayne Harris,WR,Small,CUSA,11,6,176,1.3,50,4,70,203,4.53,10,111,4.21,6.77,34,0,0,0,0,0,0,86,526,6,268,3001,20,0,0,0,0,0,0,0,0,0,0,0,0,0,51,479,0,102,2374,3,0,0,0,0,0,0
2016,Briean Boddy-Calhoun,CB,Minnesota,Big Ten,2,0,0,1.285714286,25,3,69,193,4.47,10,123,4.22,7.16,35,0,0,0,0,0,0,0,0,0,0,0,0,80,24,104,3.5,0.5,10,169,2,15,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
